カテゴリ,シナリオ,説明,プロンプト案,プロンプト案_en
6,12,隙間のある壁で逆V字が形成されているので、左右どちらかから回り込んで緑の玉に触れる,隙間のある壁で作られた逆V字の裏にある緑玉に、左右どちらかから回り込んで触れる,Go around from either the left or the right and touch the green sphere behind the inverted V-shaped wall that has gaps in it
6,13,壁床色ランダム: 赤玉5個横並びの向こうに緑玉1,壁と床の色は毎回変わるが無視し、横一列に並んだ赤玉に触れないよう端から回り込み、その奥にある緑玉に触れる,"The wall and floor colors change every time but mean nothing, so ignore them and go around from an edge without touching the row of red spheres, and touch the green sphere beyond them"
6,14,壁床色ランダム・緑玉2・黃玉2・赤玉2,壁と床の色は毎回変わるが無視し、赤玉と緑玉に触れないよう注意しつつまず黃玉に触れ、黃玉がなくなったら緑玉に触れる,"The wall and floor colors change every time but mean nothing, so ignore them and taking care not to touch the red or green spheres yet, first touch the yellow spheres, and once they are all gone touch the green spheres"
6,15,壁床色ランダム・黃玉10・赤玉10,壁と床の色は毎回変わるが無視し、赤玉に触れないよう注意しつつ黃玉に次々と触れる,"The wall and floor colors change every time but mean nothing, so ignore them and taking care not to touch the red spheres, touch the yellow spheres one after another"
6,16,壁色ランダム・T字路先の左右に黃玉,壁の色は毎回変わるが無視し、突き当たりの左右どちらにもある黃玉に順に触れる,"The wall colors change every time but mean nothing, so ignore them and touch the yellow spheres at each end of the dead end in turn"
6,17,壁色ランダム・8本道・黃玉2個,壁の色は毎回変わるが無視し、8本に分かれた道を順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,18,壁色ランダム・8本道・黃玉2個・斜面,壁の色は毎回変わるが無視し、8本に分かれた道を斜面を登って順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and climb the ramps to go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,19,壁色ランダム・8本道・黃玉4個,壁の色は毎回変わるが無視し、8本に分かれた道を順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,20,壁色ランダム・8本道・黃玉4個・斜面,壁の色は毎回変わるが無視し、8本に分かれた道を斜面を登って順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and climb the ramps to go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,21,壁色ランダム・8本道・黃玉6個,壁の色は毎回変わるが無視し、8本に分かれた道を順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,22,壁色ランダム・8本道・黃玉6個・斜面,壁の色は毎回変わるが無視し、8本に分かれた道を斜面を登って順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and climb the ramps to go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,23,壁色ランダム・8本道・黃玉8個,壁の色は毎回変わるが無視し、8本に分かれた道を順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,24,壁色ランダム・8本道・黃玉8個・斜面,壁の色は毎回変わるが無視し、8本に分かれた道を斜面を登って順に見て回り、道の先にある黃玉に次々と触れる,"The wall colors change every time but mean nothing, so ignore them and climb the ramps to go down each of the eight branching paths in turn and touch the yellow spheres at their ends one after another"
6,25,壁色ランダム・斜面から黃玉・奥に緑玉,壁の色は毎回変わるが無視し、斜面から落ちてくる黃玉に先に触れ、最後に奥の緑玉に触れる,"The wall colors change every time but mean nothing, so ignore them and first touch the yellow spheres that come down the ramp, and touch the green sphere on the far side last"
6,26,床色ランダム・押せるブロックの向こう側に緑玉,床の色は毎回変わるが無視し、押せるブロックを押しのけてその先にある緑玉に触れる,"The floor color changes every time but means nothing, so ignore it and push the pushable block out of the way and touch the green sphere beyond it"
6,27,壁色ランダム・斜面を使って囲いから飛び出る,壁の色は毎回変わるが無視し、囲いの中にある斜面を登って外に飛び出し、緑玉に触れる,"The wall colors change every time but mean nothing, so ignore them and climb the ramp inside the enclosure to launch yourself out, and touch the green sphere"
6,28,壁色ランダム・渦巻状の迷路,壁の色は毎回変わるが無視し、渦巻状の通路をたどって外に出て、緑玉に触れる,"The wall colors change every time but mean nothing, so ignore them and follow the spiral corridor out and touch the green sphere"
6,29,壁色ランダム・渦巻状の迷路（長）,壁の色は毎回変わるが無視し、長い渦巻状の通路をたどって外に出て、緑玉に触れる,"The wall colors change every time but mean nothing, so ignore them and follow the long spiral corridor out and touch the green sphere"
6,30,壁色ランダム・斜面を3回登る,壁の色は毎回変わるが無視し、右にある斜面を登り、次に左にある斜面を登り、最後に中央の斜面を登って緑玉に触れる,"The wall colors change every time but mean nothing, so ignore them and climb the ramp on the right, then the ramp on the left, and finally the ramp in the center, and touch the green sphere"
7,1,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,2,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,3,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,4,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,5,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,6,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,7,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,8,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,9,暗転・緑玉1,照明が消える前に緑玉の位置を覚え、暗闇の中でもその位置に向かって直進し触れる,"Before the lights go out, memorize where the green sphere is, and walk straight to that spot and touch it even in the dark"
7,10,暗転・Y字路左に緑玉、右は空,照明が消える前に緑玉が左にあることを覚え、暗闇の中でも左に進んで緑玉に触れる,"Before the lights go out, memorize that the green sphere is on the left, and go left and touch it even in the dark"
7,11,上のミラー,照明が消える前に緑玉が右にあることを覚え、暗闇の中でも右に進んで緑玉に触れる,"Before the lights go out, memorize that the green sphere is on the right, and go right and touch it even in the dark"
7,12,暗転・Y字路左に緑玉、右は赤玉,照明が消える前に緑玉が左、赤玉が右にあることを覚え、暗闇の中でも左に進んで緑玉に触れる,"Before the lights go out, memorize that the green sphere is on the left and the red sphere on the right, and go left and touch the green sphere even in the dark"
7,13,上のミラー,照明が消える前に緑玉が右、赤玉が左にあることを覚え、暗闇の中でも右に進んで緑玉に触れる,"Before the lights go out, memorize that the green sphere is on the right and the red sphere on the left, and go right and touch the green sphere even in the dark"
7,14,暗転・斜面から緑玉,照明が消える前に斜面から緑玉が落ちてくる位置を覚え、暗闇の中でもその位置に向かって進み緑玉に触れる,"Before the lights go out, memorize where the green sphere comes down from the ramp, and head to that spot and touch it even in the dark"
7,15,暗転・斜面から緑玉1、赤玉2,照明が消える前に緑玉と赤玉が落ちてくる位置を覚え、暗闇の中でも赤玉を避けて緑玉の位置に向かい触れる,"Before the lights go out, memorize where the green and red spheres come down, and head to the green sphere while avoiding the red ones and touch it even in the dark"
7,16,暗転・菱形の即死ゾーンの向こうに緑玉,照明が消える前に菱形の赤い即死ゾーンと緑玉の位置を覚え、暗闇の中でも即死ゾーンを避けて回り込み緑玉に触れる,"Before the lights go out, memorize the diamond-shaped red death zone and the green sphere, and go around the death zone and touch the green sphere even in the dark"
7,17,暗転・長方形の即死ゾーンを左回りする,照明が消える前に長方形の赤い即死ゾーンと緑玉の位置を覚え、暗闇の中でも左回りに回り込んで緑玉に触れる,"Before the lights go out, memorize the rectangular red death zone and the green sphere, and go around it counterclockwise and touch the green sphere even in the dark"
7,18,暗転・ジグザグの即死ゾーンを通り抜ける,照明が消える前にジグザグの赤い即死ゾーンと緑玉の位置を覚え、暗闇の中でも隙間を縫って進み緑玉に触れる,"Before the lights go out, memorize the zigzag red death zones and the green sphere, and weave through the gaps and touch the green sphere even in the dark"
7,19,暗転・緑玉がレールから落ちるのを待つ,照明が消える前にレールの位置を覚え、暗闇の中でもレールから緑玉が落ちてくるのを待ち、落ちた緑玉に触れる,"Before the lights go out, memorize where the rail is, wait in the dark for the green sphere to drop from it, and touch the sphere where it lands"
7,20,暗転・緑玉がレールから落ちるのを待つ,照明が消える前にレールの位置を覚え、暗闇の中でもレールから緑玉が落ちてくるのを待ち、落ちた緑玉に触れる,"Before the lights go out, memorize where the rail is, wait in the dark for the green sphere to drop from it, and touch the sphere where it lands"
7,21,暗転・緑玉1と赤玉1がレールから落ちるのを待つ,照明が消える前にレールの位置を覚え、暗闇の中でも赤玉を避けつつレールから落ちてきた緑玉に触れる,"Before the lights go out, memorize where the rail is, and in the dark avoid the red sphere and touch the green sphere that drops from the rail"
7,22,暗転・緑玉がレールから落ちるのを待つ,照明が消える前にレールの位置を覚え、暗闇の中でもレールから緑玉が落ちてくるのを待ち、落ちた緑玉に触れる,"Before the lights go out, memorize where the rail is, wait in the dark for the green sphere to drop from it, and touch the sphere where it lands"
7,23,暗転・黃玉3がレールから落ちるのを待つ,照明が消える前にレールの位置を覚え、暗闇の中でもレールから落ちてきた黃玉3個に順に触れる,"Before the lights go out, memorize where the rail is, and in the dark touch the three yellow spheres that drop from it one after another"
7,24,暗転・緑玉1が斜面から落ちるのを待つ,照明が消える前に斜面の位置を覚え、暗闇の中でも斜面から緑玉が落ちてくるのを待ち、落ちた緑玉に触れる,"Before the lights go out, memorize where the ramp is, wait in the dark for the green sphere to come down it, and touch the sphere where it lands"
7,25,暗転・黃玉3,照明が消える前に黃玉3個の位置を覚え、暗闇の中でもそれぞれの位置に向かって順に触れる,"Before the lights go out, memorize where the three yellow spheres are, and head to each spot in turn and touch them even in the dark"
7,26,暗転・透明なV字壁の向こうに緑玉1,照明が消える前に透明なV字の壁と緑玉の位置を覚え、暗闇の中でも回り込んで緑玉に触れる,"Before the lights go out, memorize the transparent V-shaped wall and the green sphere, and go around and touch the sphere even in the dark"
7,27,暗転・透明なX字壁の向こうに緑玉1,照明が消える前に透明なX字の壁と緑玉の位置を覚え、暗闇の中でも回り込んで緑玉に触れる,"Before the lights go out, memorize the transparent X-shaped wall and the green sphere, and go around and touch the sphere even in the dark"
7,28,暗転・8本道・黃玉4,照明が消える前に黃玉のある道を覚え、暗闇の中でも8本に分かれた道を順にたどり黃玉に次々と触れる,"Before the lights go out, memorize which paths have yellow spheres, and follow the eight branching paths in turn in the dark and touch the yellow spheres one after another"
7,29,暗転・8本道・黃玉4・斜面,照明が消える前に黃玉のある道を覚え、暗闇の中でも8本に分かれた道を斜面を登って順にたどり黃玉に次々と触れる,"Before the lights go out, memorize which paths have yellow spheres, and climb the ramps to follow the eight branching paths in turn in the dark and touch the yellow spheres one after another"
7,30,暗転・8本道・黃玉8,照明が消える前に黃玉のある道を覚え、暗闇の中でも8本に分かれた道を順にたどり黃玉に次々と触れる,"Before the lights go out, memorize which paths have yellow spheres, and follow the eight branching paths in turn in the dark and touch the yellow spheres one after another"
8,1,中央と左の壁の裏に黃い玉が落ちていくのが見えるのでそれを触る,黃玉が中央と左の壁の裏に落ちていくのを見て位置を覚え、それぞれの壁の裏に回り込んで黃玉に触れる,"Watch the yellow spheres drop behind the center and left walls, memorize where they land, go around behind each wall, and touch them"
8,2,中央と右の壁の裏に黃い玉が隠れているのでそれを触る（落ちていた？）,黃玉が中央と右の壁の裏に隠れるのを見て位置を覚え、それぞれの壁の裏に回り込んで黃玉に触れる,"Watch the yellow spheres go behind the center and right walls, memorize where they are, go around behind each wall, and touch them"
8,3,右と左に黃い玉が落ちていくのが見えるので、壁の裏側へ行ってそれらに触る,黃玉が左右の壁の裏に落ちていくのを見て位置を覚え、それぞれの壁の裏に回り込んで黃玉に触れる,"Watch the yellow spheres drop behind the left and right walls, memorize where they land, go around behind each wall, and touch them"
8,4,中央と左に黃い玉が落ちていくのが見えるので、斜面を乗り越えてそれらを触る,黃玉が中央と左に落ちていくのを見て位置を覚え、斜面を乗り越えてそれぞれの黃玉に触れる,"Watch the yellow spheres drop in the center and on the left, memorize where they land, climb over the ramp, and touch each of them"
8,5,右と左に黃い玉が落ちてくるのが見えるので、紫色の斜面を乗り越えてそれらに触る,黃玉が左右に落ちてくるのを見て位置を覚え、紫色の斜面を乗り越えてそれぞれの黃玉に触れる,"Watch the yellow spheres drop on the left and on the right, memorize where they land, climb over the purple ramp, and touch each of them"
8,6,真ん中と右に黃い玉が落ちてくるのが見えるので、紫色の斜面を乗り越えてそれらに触る,黃玉が中央と右に落ちてくるのを見て位置を覚え、紫色の斜面を乗り越えてそれぞれの黃玉に触れる,"Watch the yellow spheres drop in the center and on the right, memorize where they land, climb over the purple ramp, and touch each of them"
8,7,すぐ見える小さい緑の玉は無視して、壁の向こう側に落ちていくのが見える大きい緑の玉に触る,手前の小さい緑玉は無視し、壁の向こう側に落ちていく大きい緑玉の位置を覚え、壁を回り込んでその緑玉に触れる,"Ignore the small green sphere in front of you, memorize where the large green sphere drops on the far side of the wall, go around the wall, and touch that sphere"
8,8,小さい緑の玉は無視して、奥に転がっていく大きな緑の玉を追いかけて触る,小さい緑玉は無視し、奥に転がっていく大きい緑玉を追いかけて触れる,Ignore the small green sphere and chase the large green sphere rolling away from you and touch it
8,9,小さい緑の玉は無視して、動いている大きな緑の玉に触る,小さい緑玉は無視し、動いている大きい緑玉を追いかけて触れる,Ignore the small green sphere and chase the moving large green sphere and touch it
8,10,緑の玉が左手前の穴に落ちるのが見えるので、追いかけて触る,緑玉が左手前の穴に落ちるのを見て、その穴まで進み落ちた緑玉に触れる,"Watch the green sphere fall into the near-left hole, go to that hole, and touch the sphere where it landed"
8,11,緑の玉がどれかの穴に落ちるので、追いかけて触る,緑玉がどの穴に落ちたかを見て覚え、その穴まで進み落ちた緑玉に触れる,"Watch which hole the green sphere falls into and memorize it, go to that hole, and touch the sphere where it landed"
8,12,緑の玉が左奥の穴に落ちていくのが見えるので、追いかけて触る,緑玉が左奥の穴に落ちるのを見て、その穴まで進み落ちた緑玉に触れる,"Watch the green sphere fall into the far-left hole, go to that hole, and touch the sphere where it landed"
8,13,緑の玉が左右の斜面で行ったりきたりするので、触る,左右の斜面を行き来する緑玉の動きに合わせて近づき、緑玉に触れる,"Move in step with the green sphere as it rolls back and forth between the ramps on the left and right, and touch it"
8,14,緑の玉が左右の斜面で行ったりきたりするので、触る,左右の斜面を行き来する緑玉の動きに合わせて近づき、緑玉に触れる,"Move in step with the green sphere as it rolls back and forth between the ramps on the left and right, and touch it"
8,15,緑玉が左に動いていくのが見えるので左に行って緑玉に触る,左に動いていく緑玉を追いかけて左に進み、緑玉に触れる,"Chase the green sphere moving to the left, go left, and touch it"
8,16,緑玉が右に動いていくのが見えるので右に行って緑玉に触る,右に動いていく緑玉を追いかけて右に進み、緑玉に触れる,"Chase the green sphere moving to the right, go right, and touch it"
8,17,正面にガラスがあり、緑玉が左に転がっていくのが見えるので、追いかけて触る,正面のガラスは通り抜けられないので、左に転がっていく緑玉を左から回り込んで追いかけ、触れる,"The glass in front of you cannot be passed through, so chase the green sphere rolling to the left by going around from the left, and touch it"
8,18,正面にガラスがあり、緑玉が右に転がっていくのが見えるので、追いかけて触る,正面のガラスは通り抜けられないので、右に転がっていく緑玉を右から回り込んで追いかけ、触れる,"The glass in front of you cannot be passed through, so chase the green sphere rolling to the right by going around from the right, and touch it"
8,19,緑の玉が転がっていくので、左から回り込んで触る,途中で暗くなるが、正面は通れないので左から回り込み、転がっていく緑玉を追いかけて触れる,"The lights go out partway through and you cannot go straight ahead, so go around from the left, chase the rolling green sphere, and touch it"
8,20,上のミラー,途中で暗くなるが、正面は通れないので右から回り込み、転がっていく緑玉を追いかけて触れる,"The lights go out partway through and you cannot go straight ahead, so go around from the right, chase the rolling green sphere, and touch it"
8,21,左右にある小さい緑の玉は無視して、大きい緑の玉が左に転がっていくので左側から回り込んで触る,左右の小さい緑玉は無視し、途中で暗くなっても左に転がっていく大きい緑玉を左から回り込んで追いかけ、触れる,"Ignore the small green spheres on the left and right, and even after the lights go out chase the large green sphere rolling to the left by going around from the left, and touch it"
8,22,上のミラー,左右の小さい緑玉は無視し、途中で暗くなっても右に転がっていく大きい緑玉を右から回り込んで追いかけ、触れる,"Ignore the small green spheres on the left and right, and even after the lights go out chase the large green sphere rolling to the right by going around from the right, and touch it"
8,23,緑の玉が転がっていくので、左から回り込んで触る（右に透明な壁有り）,右は透明な壁で通れないので、途中で暗くなっても転がっていく緑玉を左から回り込んで追いかけ、触れる,"The right is blocked by a transparent wall, so even after the lights go out chase the rolling green sphere by going around from the left, and touch it"
8,24,上のミラー,左は透明な壁で通れないので、途中で暗くなっても転がっていく緑玉を右から回り込んで追いかけ、触れる,"The left is blocked by a transparent wall, so even after the lights go out chase the rolling green sphere by going around from the right, and touch it"
8,25,緑の玉が転がっていくので、左から回り込んで触る（右に棒状の壁有り）,右は棒状の壁で塞がれているので、途中で暗くなっても転がっていく緑玉を左から回り込んで追いかけ、触れる,"The right is blocked by a bar-shaped wall, so even after the lights go out chase the rolling green sphere by going around from the left, and touch it"
8,26,上のミラー,左は棒状の壁で塞がれているので、途中で暗くなっても転がっていく緑玉を右から回り込んで追いかけ、触れる,"The left is blocked by a bar-shaped wall, so even after the lights go out chase the rolling green sphere by going around from the right, and touch it"
8,27,緑の玉が転がっていくので、左から回り込んで触る（右に低い壁有り）,右は低い壁で塞がれているので、途中で暗くなっても転がっていく緑玉を左から回り込んで追いかけ、触れる,"The right is blocked by a low wall, so even after the lights go out chase the rolling green sphere by going around from the left, and touch it"
8,28,上のミラー,左は低い壁で塞がれているので、途中で暗くなっても転がっていく緑玉を右から回り込んで追いかけ、触れる,"The left is blocked by a low wall, so even after the lights go out chase the rolling green sphere by going around from the right, and touch it"
8,29,玉が引っかかってクリア不可能だったので修正,途中で暗くなるが、正面は通れないので左から回り込み、転がっていく緑玉を追いかけて触れる,"The lights go out partway through and you cannot go straight ahead, so go around from the left, chase the rolling green sphere, and touch it"
8,30,玉が引っかかってクリア不可能だったので修正,途中で暗くなるが、正面は通れないので右から回り込み、転がっていく緑玉を追いかけて触れる,"The lights go out partway through and you cannot go straight ahead, so go around from the right, chase the rolling green sphere, and touch it"
9,1,左1個、右空なので左に降りる,右の区画には黃玉がなく左に1個あるので、左に降りて黃玉に触れる,"The right side has no yellow spheres and the left has one, so drop down to the left and touch it"
9,2,左の方が明らかに多いので左に降りる,左右の区画にある黃玉の数を比べ、明らかに多い左に降りて黃玉に次々と触れる,"Compare the number of yellow spheres on each side, and since the left clearly has more, so drop down to the left and touch the yellow spheres one after another"
9,3,左に6個、右に3個なので左に降りる,左の区画に6個、右に3個の黃玉があるので、左に降りて黃玉に次々と触れる,"The left side has six yellow spheres and the right has three, so drop down to the left and touch the yellow spheres one after another"
9,4,右6個、左2個なので右に降りる,右の区画に6個、左に2個の黃玉があるので、右に降りて黃玉に次々と触れる,"The right side has six yellow spheres and the left has two, so drop down to the right and touch the yellow spheres one after another"
9,5,右6個、左4個なので右に降りる,右の区画に6個、左に4個の黃玉があるので、右に降りて黃玉に次々と触れる,"The right side has six yellow spheres and the left has four, so drop down to the right and touch the yellow spheres one after another"
9,6,右4個、左3個なので右に降りる,右の区画に4個、左に3個の黃玉があるので、右に降りて黃玉に次々と触れる,"The right side has four yellow spheres and the left has three, so drop down to the right and touch the yellow spheres one after another"
9,7,左3個、右2個なので左に降りる,左の区画に3個、右に2個の黃玉があるので、左に降りて黃玉に次々と触れる,"The left side has three yellow spheres and the right has two, so drop down to the left and touch the yellow spheres one after another"
9,8,右2個、左1個なので右に降りる,右の区画に2個、左に1個の黃玉があるので、右に降りて黃玉に次々と触れる,"The right side has two yellow spheres and the left has one, so drop down to the right and touch the yellow spheres one after another"
9,9,左4個、右1個なので左に降りる,左の区画に4個、右に1個の黃玉があるので、左に降りて黃玉に次々と触れる,"The left side has four yellow spheres and the right has one, so drop down to the left and touch the yellow spheres one after another"
9,10,右4個、左2個なので右に降りる,右の区画に4個、左に2個の黃玉があるので、右に降りて黃玉に次々と触れる,"The right side has four yellow spheres and the left has two, so drop down to the right and touch the yellow spheres one after another"
9,11,右の方が多いので右に降りる,左右の区画にある黃玉の数を比べ、多い右に降りて黃玉に次々と触れる,"Compare the number of yellow spheres on each side, and since the right has more, so drop down to the right and touch the yellow spheres one after another"
9,12,左5個、右3個なので左に降りる,左の区画に5個、右に3個の黃玉があるので、左に降りて黃玉に次々と触れる,"The left side has five yellow spheres and the right has three, so drop down to the left and touch the yellow spheres one after another"
9,13,右に3個、左に1個流れていくので右に降りる,黃玉が右の区画に3個、左に1個転がって入っていくので、右に降りて黃玉に次々と触れる,"Three yellow spheres roll into the right side and one into the left, so drop down to the right and touch the yellow spheres one after another"
9,14,左に3個、右に1個流れていくので左に降りる,黃玉が左の区画に3個、右に1個転がって入っていくので、左に降りて黃玉に次々と触れる,"Three yellow spheres roll into the left side and one into the right, so drop down to the left and touch the yellow spheres one after another"
9,15,右に2個、左に1個流れていくので右に降りる,黃玉が右の区画に2個、左に1個転がって入っていくので、右に降りて黃玉に次々と触れる,"Two yellow spheres roll into the right side and one into the left, so drop down to the right and touch the yellow spheres one after another"
9,16,左に2個、右に1個流れていくので左に降りる,黃玉が左の区画に2個、右に1個転がって入っていくので、左に降りて黃玉に次々と触れる,"Two yellow spheres roll into the left side and one into the right, so drop down to the left and touch the yellow spheres one after another"
9,17,右に3個、左に2個流れていくので右に降りる,黃玉が右の区画に3個、左に2個転がって入っていくので、右に降りて黃玉に次々と触れる,"Three yellow spheres roll into the right side and two into the left, so drop down to the right and touch the yellow spheres one after another"
9,18,左に3個、右に2個流れていくので左に降りる,黃玉が左の区画に3個、右に2個転がって入っていくので、左に降りて黃玉に次々と触れる,"Three yellow spheres roll into the left side and two into the right, so drop down to the left and touch the yellow spheres one after another"
9,19,左にもともと2個、右に1個流れていくので左に降りる,左の区画にはもともと2個の黃玉があり、右には1個転がって入っていくので、左に降りて黃玉に次々と触れる,"The left side already has two yellow spheres and one rolls into the right, so drop down to the left and touch the yellow spheres one after another"
9,20,左に1個流れていき、右にはもともと2個あるので右に降りる,左には1個の黃玉が転がって入っていき、右の区画にはもともと2個あるので、右に降りて黃玉に次々と触れる,"One yellow sphere rolls into the left while the right side already has two, so drop down to the right and touch the yellow spheres one after another"
9,21,左に2個、右に3個流れていくので右に降りる,黃玉が右の区画に3個、左に2個転がって入っていくので、右に降りて黃玉に次々と触れる,"Three yellow spheres roll into the right side and two into the left, so drop down to the right and touch the yellow spheres one after another"
9,22,右にもともと2個、左に3個流れていくのが見えるので、左に降りる,右の区画にはもともと2個の黃玉があり、左には3個転がって入っていくので、左に降りて黃玉に次々と触れる,"The right side already has two yellow spheres and three roll into the left, so drop down to the left and touch the yellow spheres one after another"
9,23,右に3個、左に1個+元から1個であるため、右に降りる,右の区画には3個の黃玉があり、左はもともとの1個と転がって入る1個で2個になるので、右に降りて黃玉に次々と触れる,"The right side has three yellow spheres while the left ends up with two (one already there plus one that rolls in), so drop down to the right and touch the yellow spheres one after another"
9,24,左に3個、右にもともと1個+1個流れていくので左に降りる,左の区画には3個の黃玉があり、右はもともとの1個と転がって入る1個で2個になるので、左に降りて黃玉に次々と触れる,"The left side has three yellow spheres while the right ends up with two (one already there plus one that rolls in), so drop down to the left and touch the yellow spheres one after another"
9,25,左にもともと2個+1個、右にもともと1個+3個なので右に降りる,左の区画は黃玉が合わせて3個、右は合わせて4個になるので、右に降りて黃玉に次々と触れる,"The left side ends up with three yellow spheres in total and the right with four, so drop down to the right and touch the yellow spheres one after another"
9,26,左にもともと1個+3個、右にもともと2個+1個なので左に降りる,左の区画は黃玉が合わせて4個、右は合わせて3個になるので、左に降りて黃玉に次々と触れる,"The left side ends up with four yellow spheres in total and the right with three, so drop down to the left and touch the yellow spheres one after another"
9,27,左に巨大5個+オレンジゾーン、右に小さいの5個なので、左に降りる,右の小さい黃玉より左の巨大な黃玉の方が得点が高いので、オレンジゾーンを通ってでも左に降り、黃玉に次々と触れる,"The huge yellow spheres on the left are worth more than the small ones on the right, so drop down to the left even though that means crossing the orange zone, and touch them one after another"
9,28,右奥5個、右手前4個、左奥3個、左手前2個なので右奥に降りる,4つの区画のうち右奥が5個で最も多いので、右奥に降りて黃玉に次々と触れる,"Of the four sections the far-right one has the most with five, so drop down into it and touch the yellow spheres one after another"
9,29,左奥が大きいの2個+1個で5点、右奥も5点？ 左手前と右手前は少ない,4つの区画のうち左奥の黃玉が合計で最も大きいので、左奥に降りて黃玉に次々と触れる,"Of the four sections the far-left one has the largest yellow spheres in total, so drop down into it and touch them one after another"
9,30,左奥が小さい5個、右奥が中くらい1個かつ小1個、左手前は巨大1個、右手前は巨大と小1個なので右に降りる,4つの区画のうち右奥の黃玉が合計で最も大きいので、右奥に降りて黃玉に次々と触れる,"Of the four sections the far-right one has the largest yellow spheres in total, so drop down into it and touch them one after another"
10,1,危険ゾーンに触らないようにブロックを動かして緑玉を危険ゾーンから外に転がして触る（支えあり）,赤い即死ゾーンに触れないようブロックを押し、緑玉を即死ゾーンの外に転がしてから触れる,"Push the block without touching the red death zone so that the green sphere rolls out of the zone, and then touch it"
10,2,危険ゾーンに触らないようにブロックを動かして緑玉を危険ゾーンから外に転がして触る（支えなし、配置は最初から適切）,赤い即死ゾーンに触れないようブロックを押し、緑玉を即死ゾーンの外に転がしてから触れる,"Push the block without touching the red death zone so that the green sphere rolls out of the zone, and then touch it"
10,3,危険ゾーンに触らないようにブロックを動かして緑玉を危険ゾーンから外に転がして触る（調整必要）,赤い即死ゾーンに触れないようブロックの位置を調整しながら押し、緑玉を即死ゾーンの外に転がしてから触れる,"Push the block while adjusting its position and without touching the red death zone so that the green sphere rolls out of the zone, and then touch it"
10,4,危険ゾーンに触らないようにコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,赤い即死ゾーンに触れないようコの字ブロックを押し、緑玉を即死ゾーンの外に転がしてから触れる,"Push the U-shaped block without touching the red death zone so that the green sphere rolls out of the zone, and then touch it"
10,5,危険ゾーンに触らないようにコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,赤い即死ゾーンに触れないようコの字ブロックを押し、緑玉を即死ゾーンの外に転がしてから触れる,"Push the U-shaped block without touching the red death zone so that the green sphere rolls out of the zone, and then touch it"
10,6,段差の上にあるコの字ブロックを動かし、緑玉を危険ゾーンの外に転がす,段差の上にあるコの字ブロックを押し、緑玉を赤い即死ゾーンの外に転がしてから触れる,"Push the U-shaped block on the raised platform so that the green sphere rolls out of the red death zone, and then touch it"
